id;label;category;section
80212;Almonds, shelled;1;Agriculture
80221;Hazelnuts & filberts, in shell;1;Agriculture
80222;Hazelnuts & filberts, shelled;1;Agriculture
80231;Walnuts, in shell;1;Agriculture
80232;Walnuts, shelled;1;Agriculture
80240;Chestnuts;1;Agriculture
80250;Pistachios;1;Agriculture
80290;Nuts, edible, nes;1;Agriculture
80300;Bananas & plantains;1;Agriculture
80410;Dates;1;Agriculture
80420;Figs;1;Agriculture
80430;Pineapples;1;Agriculture
80440;Avocados;1;Agriculture
80450;Guavas & mangoes;1;Agriculture
80510;Oranges;1;Agriculture
80520;Mandarin & clementine;1;Agriculture
80530;Lemons & limes;1;Agriculture
80540;Grapefruit;1;Agriculture
80590;Citrus fruits, nes;1;Agriculture
80610;Grapes, fresh;1;Agriculture
80620;Grapes, dried;1;Agriculture
80710;Melons;1;Agriculture
80720;Papaws (papayas);1;Agriculture
80810;Apples;1;Agriculture
80820;Pears;1;Agriculture
80910;Apricots, fresh;1;Agriculture
80920;Cherries, fresh;1;Agriculture
80930;Peaches, nectarines;1;Agriculture
80940;Plums;1;Agriculture
81010;Strawberries, fresh;1;Agriculture
81020;Raspberry, blackberry, fresh;1;Agriculture
81030;Currants and gooseberries;1;Agriculture
81040;Cranberries;1;Agriculture
81090;Fruits, fresh nes;1;Agriculture
81110;Strawberries, frozen;1;Agriculture
81120;Frozen rasp-, mul-berries, etc;1;Agriculture
81190;Frozen fruits and nuts;1;Agriculture
81210;Cherries, preserved;1;Agriculture
81220;Strawberries, preserved;1;Agriculture
81290;Preserved fruits and nuts;1;Agriculture
81310;Apricots, dried;1;Agriculture
81320;Prunes, dried;1;Agriculture
81330;Apples, dried;1;Agriculture
81340;Fruits, dried nes;1;Agriculture
81350;Mixtures of edible nuts & fruits;1;Agriculture
81400;Peel of citrus, fruit;1;Agriculture
90111;Coffee, not roasted;1;Agriculture
90112;Decaffeinated coffee, not roasted,;1;Agriculture
90121;Coffee, roasted;1;Agriculture
90122;Decaffeinated coffee, roasted,;1;Agriculture
90130;Coffee husks and skins;1;Agriculture
90140;Coffee substitutes;1;Agriculture
90210;Tea, green, in packages <3kg;1;Agriculture
90220;Tea, green, in packages >3kg;1;Agriculture
90230;Tea, black, in <3kg packages;1;Agriculture
90240;Tea, black, in >3kg packages;1;Agriculture
90300;Mate;1;Agriculture
90411;Pepper, whole;1;Agriculture
90412;Pepper, crushed or ground;1;Agriculture
90420;Capsicum or Pimenta;1;Agriculture
90500;Vanilla beans;1;Agriculture
90610;Cinnamon, whole;1;Agriculture
90620;Cinnamon, crushed or ground;1;Agriculture
90700;Cloves;1;Agriculture
90810;Nutmeg;1;Agriculture
90820;Mace;1;Agriculture
90830;Cardamoms;1;Agriculture
90910;Anise or badian seeds;1;Agriculture
90920;Coriander seeds;1;Agriculture
90930;Cumin seeds;1;Agriculture
90940;Caraway seeds;1;Agriculture
90950;Fennel seeds, juniper berries;1;Agriculture
91010;Ginger;1;Agriculture
91020;Saffron;1;Agriculture
91030;Turmeric;1;Agriculture
91040;Thyme, bay leaves;1;Agriculture
91050;Curry;1;Agriculture
91091;Mixtures of spices;1;Agriculture
91099;Spices nes;1;Agriculture
100110;Durum wheat;1;Agriculture
100190;Wheat & meslin;1;Agriculture
100200;Rye;1;Agriculture
100300;Barley;1;Agriculture
100400;Oats;1;Agriculture
100510;Maize (corn) seed;1;Agriculture
100590;Maize except seed corn;1;Agriculture
100610;Rice, in the husk;1;Agriculture
100620;Rice, husked (brown);1;Agriculture
100630;Rice, semi- or wholly-milled;1;Agriculture
100640;Rice, broken;1;Agriculture
100700;Grain sorghum;1;Agriculture
100810;Buckwheat;1;Agriculture
100820;Millet;1;Agriculture
100830;Canary seed;1;Agriculture
100890;Cereals, unmilled nes;1;Agriculture
110100;Wheat or meslin flour;1;Agriculture
110210;Rye flour;1;Agriculture
110220;Maize (corn) flour;1;Agriculture
110230;Rice flour;1;Agriculture
110290;Cereal flour, nes;1;Agriculture
110311;Wheat meal;1;Agriculture
110312;Oat meal;1;Agriculture
110313;Maize (corn) meal;1;Agriculture
110314;Rice meal;1;Agriculture
110319;Cereal meal, nes;1;Agriculture
110321;Wheat pellets;1;Agriculture
110329;Cereal pellets;1;Agriculture
110411;Barley, rolled or flaked grains;1;Agriculture
110412;Oats, rolled or flaked grains;1;Agriculture
110419;Cereals, rolled/flaked grains, nes;1;Agriculture
110421;Barley, hulled, pearled;1;Agriculture
110422;Oats, hulled, pearled;1;Agriculture
110423;Maize (corn), hulled, pearled,;1;Agriculture
110429;Cereals, hulled, pearled;1;Agriculture
110430;Germ of cereals;1;Agriculture
110510;Potato flour or meal;1;Agriculture
110520;Potato flakes, granules and pellets;1;Agriculture
110610;Flour, meal of dried legumes;1;Agriculture
110620;Flour, meal of starchy roots;1;Agriculture
110630;Flour, meal, powder of fruit/nut;1;Agriculture
110710;Malt, not roasted;1;Agriculture
110720;Malt, roasted;1;Agriculture
110811;Wheat starch;1;Agriculture
110812;Maize (corn) starch;1;Agriculture
110813;Potato starch;1;Agriculture
110814;Manioc (cassava) starch;1;Agriculture
110819;Other starches, nes;1;Agriculture
110820;Inulin;1;Agriculture
110900;Wheat gluten;1;Agriculture
120100;Soya beans;1;Agriculture
120210;Ground-nuts, in shell;1;Agriculture
120220;Ground-nuts, shelled;1;Agriculture
120300;Copra;1;Agriculture
120400;Linseed;1;Agriculture
120500;Rape or colza seeds;1;Agriculture
120600;Sunflower seeds;1;Agriculture
120710;Palm nuts & kernels;1;Agriculture
120720;Cotton seeds;1;Agriculture
120730;Castor oil seeds;1;Agriculture
120740;Sesamum seeds;1;Agriculture
120750;Mustard seeds;1;Agriculture
120760;Safflower seeds;1;Agriculture
120791;Poppy seeds;1;Agriculture
120792;Shea (karite) nuts;1;Agriculture
120799;Oil seeds & oleaginous fruits, nes;1;Agriculture
120810;Soya bean flour or meal;1;Agriculture
120890;Oil seed or fruit flour or meal;1;Agriculture
120911;Seed, sugar beet;1;Agriculture
120919;Seed, beet, except sugar;1;Agriculture
120921;Seed, lucerne (alfalfa);1;Agriculture
120922;Seed, clover;1;Agriculture
120923;Seed, fescue;1;Agriculture
120924;Seed, Kentucky blue grass;1;Agriculture
120925;Seed, rye grass, for sowing;1;Agriculture
120926;Seed, Timothy grass;1;Agriculture
120929;Seed, forage plants, nes;1;Agriculture
120930;Seed, flower;1;Agriculture
120991;Seed, vegetable, nes;1;Agriculture
120999;Seed, fruits and spores, nes;1;Agriculture
121010;Hop cones, not ground;1;Agriculture
121020;Hop cones, ground, & lupulin;1;Agriculture
121110;Liquorice roots;1;Agriculture
121120;Ginseng roots;1;Agriculture
121190;Plants, for pharmacy, insecticide;1;Agriculture
121210;Locust beans & seeds;1;Agriculture
121220;Seaweeds & algae;1;Agriculture
121230;Stone fruit stones & kernels;1;Agriculture
121291;Sugar beet;1;Agriculture
121292;Sugar cane;1;Agriculture
121299;Vegetable products, edible;1;Agriculture
121300;Cereal straw & husks;1;Agriculture
121410;Lucerne (alfalfa) meal and pellets;1;Agriculture
121490;Forage products, roots;1;Agriculture
130110;Lac;1;Agriculture
130120;Gum arabic;1;Agriculture
130190;Natural gum, resin;1;Agriculture
130211;Opium sap;1;Agriculture
130212;Liquorice extract;1;Agriculture
130213;Hop extract;1;Agriculture
130214;Pyrethrum, rotenone roots;1;Agriculture
130219;Vegetable saps & extracts;1;Agriculture
130220;Pectic substances;1;Agriculture
130231;Agar-agar;1;Agriculture
130232;Mucilages of locust bean, guar seeds;1;Agriculture
130239;Mucilages & thickeners nes;1;Agriculture
140110;Bamboos for plaiting;1;Agriculture
140120;Rattan for plaiting;1;Agriculture
140190;Vegetable materials nes for plaiting;1;Agriculture
140210;Kapok;1;Agriculture
140291;Vegetable hair for stuffing or padding;1;Agriculture
140299;Veg matter for stuffing;1;Agriculture
140310;Broom corn;1;Agriculture
140390;Veg matter for brooms, brushes;1;Agriculture
140410;Raw vegetable materials for dyeing;1;Agriculture
140420;Cotton linters;1;Agriculture
140490;Vegetable products nes;1;Agriculture
150100;Lard, pig & poultry fat;1;Agriculture
150200;Bovine, sheep fats;1;Agriculture
150300;Lard stearin, oleostearin;1;Agriculture
150410;Fish-liver oils;1;Agriculture
150420;Fish oils except liver;1;Agriculture
150430;Marine mammal fats, oils;1;Agriculture
150510;Wool grease, crude;1;Agriculture
150590;Wool grease derivatives, lanolin;1;Agriculture
150600;Animal fats, oils nes;1;Agriculture
150710;Soya-bean oil, crude;1;Agriculture
150790;Refined soya-bean oil;1;Agriculture
150810;Ground-nut oil, crude;1;Agriculture
150890;Refined ground-nut oil;1;Agriculture
150910;Olive oil, virgin;1;Agriculture
150990;Olive oil, refined;1;Agriculture
151000;Olive oil, blends;1;Agriculture
151110;Palm oil, crude;1;Agriculture
151190;Palm oil, simply refined;1;Agriculture
151211;Sunflower-seed or safflower oil, crude;1;Agriculture
151219;Sunflower, safflower oil, simply refined;1;Agriculture
151221;Cotton-seed oil, crude;1;Agriculture
151229;Cotton-seed, simply refined;1;Agriculture
151311;Coconut oil, crude;1;Agriculture
151319;Coconut oil, simply refined;1;Agriculture
151321;Palm kernel & babassu oil, crude;1;Agriculture
151329;Palm kernel & babassu oil, simply refined;1;Agriculture
151410;Canola, mustard oil, crude;1;Agriculture
151490;Canola, mustard oil, refined;1;Agriculture
151511;Linseed oil, crude;1;Agriculture
151519;Linseed oil, refined;1;Agriculture
151521;Maize oil, crude;1;Agriculture
151529;Maize oil, refined;1;Agriculture
151530;Castor oil;1;Agriculture
151540;Tung oil;1;Agriculture
151550;Sesame oil;1;Agriculture
151560;Jojoba oil;1;Agriculture
151590;Vegetable fats, oils nes;1;Agriculture
151610;Animal fats, oils, hydrogenated;1;Agriculture
151620;Vegetable fats, oils, hydrogenated;1;Agriculture
151710;Margarine, not liquid;1;Agriculture
151790;Edible mix, preps of animal & veg fat, oil;1;Agriculture
151800;Processed animal, veg oils, industrial preps;1;Agriculture
151911;Stearic acid;1;Agriculture
151912;Oleic acid;1;Agriculture
151913;Tall oil fatty acids;1;Agriculture
151919;Industrial monocarboxylic fatty acids;1;Agriculture
151920;Acid oils from refining;1;Agriculture
151930;Industrial fatty alcohols;1;Agriculture
152010;Glycerol (glycerine), crude;1;Agriculture
152090;Glycerol (glycerine);1;Agriculture
152110;Vegetable waxes, not triglycerides;1;Agriculture
152190;Beeswax;1;Agriculture
152200;Degras from treatment waxes;1;Agriculture
160100;Sausages;1;Agriculture
160210;Homogenized preparations of meat, preserved;1;Agriculture
160220;Livers, of any animal, preserved;1;Agriculture
160231;Turkey meat, preserved;1;Agriculture
160239;Fowl, duck, goose, not live, preserved;1;Agriculture
160241;Swine hams, preserved;1;Agriculture
160242;Swine shoulders, preserved;1;Agriculture
160249;Swine meat, nes, not live, preserved;1;Agriculture
160250;Bovine meat, not livers, preserved;1;Agriculture
160290;Other meat, offal & blood, preserved;1;Agriculture
160300;Extracts, juices of meat, fish;1;Agriculture
160411;Salmon, preserved;1;Agriculture
160412;Herrings, preserved;1;Agriculture
160413;Sardine, brisling, sprat, preserved;1;Agriculture
160414;Tuna, preserved;1;Agriculture
160415;Mackerel, preserved;1;Agriculture
160416;Anchovies, preserved;1;Agriculture
160419;Fish nes, preserved;1;Agriculture
160420;Fish, in pieces, preserved;1;Agriculture
160430;Caviar;1;Agriculture
160510;Crab, preserved;1;Agriculture
160520;Shrimps & prawns, preserved;1;Agriculture
160530;Lobster, preserved;1;Agriculture
160540;Crustaceans nes, preserved;1;Agriculture
160590;Molluscs, shellfish nes, preserved;1;Agriculture
170111;Raw sugar, cane;1;Agriculture
170112;Raw sugar, beet;1;Agriculture
170191;Refined sugar, flavoured;1;Agriculture
170199;Refined sugar, pure sucrose;1;Agriculture
170210;Lactose;1;Agriculture
170220;Maple sugar & syrup;1;Agriculture
170230;Glucose, syrup <20% fructose;1;Agriculture
170240;Glucose, syrup of 20-50% fructose;1;Agriculture
170250;Fructose, chemically pure;1;Agriculture
170260;Fructose, syrup >50% fructose, not pure;1;Agriculture
170290;Sugar nes, caramel, & artificial honey;1;Agriculture
170310;Cane molasses;1;Agriculture
170390;Molasses, not cane;1;Agriculture
170410;Chewing gum;1;Agriculture
170490;Sugar confectionery, not chewing gum;1;Agriculture
180100;Cocoa beans;1;Agriculture
180200;Cocoa shells, husks, skins;1;Agriculture
180310;Cocoa paste;1;Agriculture
180320;Cocoa paste, defatted;1;Agriculture
180400;Cocoa butter, fat, oil;1;Agriculture
180500;Cocoa powder, unsweetened;1;Agriculture
180610;Cocoa powder, sweetened;1;Agriculture
180620;Chocolate/cocoa prep > 2k;1;Agriculture
180631;Chocolate, filled, >2k;1;Agriculture
180632;Chocolate, not filled, >2k;1;Agriculture
180690;Chocolate/cocoa prep, nes;1;Agriculture
190110;Infant foods of cereals, milk;1;Agriculture
190120;Mixes/doughs for bread, pastry;1;Agriculture
190190;Malt extract;1;Agriculture
190211;Uncooked egg pasta;1;Agriculture
190219;Uncooked pasta;1;Agriculture
190220;Stuffed pasta;1;Agriculture
190230;Pasta, not uncooked/stuffed;1;Agriculture
190240;Couscous;1;Agriculture
190300;Tapioca;1;Agriculture
190410;Cereal foods;1;Agriculture
190490;Cereals, not prepared, nes;1;Agriculture
190510;Crispbread;1;Agriculture
190520;Gingerbread;1;Agriculture
190530;Sweet biscuits, waffles;1;Agriculture
190540;Rusks, toasted bread;1;Agriculture
190590;Communion wafers, rice paper;1;Agriculture
200110;Cucumbers, gherkins, in vinegar;1;Agriculture
200120;Onions in vinegar;1;Agriculture
200190;Veg, fruit, nuts nes, in vinegar;1;Agriculture
200210;Tomatoes, preserved;1;Agriculture
200290;Tomatoes nes, preserved;1;Agriculture
200310;Mushrooms, preserved;1;Agriculture
200320;Truffles, preserved;1;Agriculture
200410;Potatoes, prepared, frozen;1;Agriculture
200490;Vegetables nes & mixes, frozen;1;Agriculture
200510;Homogenized vegetable preps;1;Agriculture
200520;Potatoes, preserved;1;Agriculture
200530;Sauerkraut, preserved;1;Agriculture
200540;Peas, preserved;1;Agriculture
200551;Beans, shelled;1;Agriculture
200559;Beans nes;1;Agriculture
200560;Asparagus, preserved;1;Agriculture
200570;Olives;1;Agriculture
200580;Sweet corn;1;Agriculture
200590;Vegetables nes & mixes;1;Agriculture
200600;Fruits, nuts, peels, in sugar;1;Agriculture
200710;Homogenised jams, jellies;1;Agriculture
200791;Citrus based jams jellies marmalade, etc.;1;Agriculture
200799;Jams, jellies, pastes;1;Agriculture
200811;Ground-nuts, otherwise preserved;1;Agriculture
200819;Nuts & mixes, otherwise preserved;1;Agriculture
200820;Pineapples, otherwise preserved;1;Agriculture
200830;Citrus fruits, otherwise preserved;1;Agriculture
200840;Pears, otherwise preserved;1;Agriculture
200850;Apricots, otherwise preserved;1;Agriculture
200860;Cherries, otherwise preserved;1;Agriculture
200870;Peaches, otherwise preserved;1;Agriculture
200880;Strawberries, otherwise preserved;1;Agriculture
200891;Palm hearts, otherwise preserved;1;Agriculture
200892;Fruit mixtures, otherwise preserved;1;Agriculture
200899;Fruit, otherwise preserved;1;Agriculture
200911;Orange juice, frozen;1;Agriculture
200919;Orange juice;1;Agriculture
200920;Grapefruit juice;1;Agriculture
200930;Citrus juice nes (one fruit);1;Agriculture
200940;Pineapple juice;1;Agriculture
200950;Tomato juice;1;Agriculture
200960;Grape juice;1;Agriculture
200970;Apple juice;1;Agriculture
200980;Single fruit, veg juice;1;Agriculture
200990;Mixtures of juices;1;Agriculture
210110;Coffee extracts, concentrates;1;Agriculture
210120;Tea and mate extracts, concentrates;1;Agriculture
210130;Chicory, coffee substitutes;1;Agriculture
210210;Yeasts, active;1;Agriculture
210220;Yeasts, inactive;1;Agriculture
210230;Baking powders;1;Agriculture
210310;Soya sauce;1;Agriculture
210320;Ketchup, other tomato sauces;1;Agriculture
210330;Mustard flour, meal, prepared;1;Agriculture
210390;Mixed condiments, seasoning, sauces nes;1;Agriculture
210410;Soups & broths;1;Agriculture
210420;Homogenised food preparations;1;Agriculture
210500;Ice cream;1;Agriculture
210610;Protein concentrates;1;Agriculture
210690;Food preparations nes;1;Agriculture
220110;Mineral & aerated waters;1;Agriculture
220190;Ice, potable water;1;Agriculture
220210;Waters, sweetened or flavoured;1;Agriculture
220290;Non-alcoholic beverages, not fruit/veg juices;1;Agriculture
220300;Beer, malt;1;Agriculture
220410;Grape wines, sparkling;1;Agriculture
220421;Grape wines, < 2l pack;1;Agriculture
220429;Grape wines, nes;1;Agriculture
220430;Grape must, unfermented;1;Agriculture
220510;Vermouth, < 2l pack;1;Agriculture
220590;Vermouth, > 2l pack;1;Agriculture
220600;Fermented ciders;1;Agriculture
220710;Ethyl alcohol > 80%;1;Agriculture
220720;Ethyl alcohol & spirits, denatured;1;Agriculture
220810;Compound alcoholic preps;1;Agriculture
220820;Spirits from distilling grape wine;1;Agriculture
220830;Whisky;1;Agriculture
220840;Rum;1;Agriculture
220850;Gin;1;Agriculture
